Clients	Avg	Std Dev
6	1178036.41667	9719.96817073
24	2158367.18669	75592.5593936
48	4166118.55634	140499.206686
72	7616747.50711	531073.802516
96	11147086.0037	187414.950385
120	14723350.5382	123875.407579
144	18664432.8852	453492.109554
168	22401962.0563	619661.266132
192	26548058.1854	232657.9026
