Clients	Avg	Std Dev
6	0.127878882857	0.0200430501697
24	1.13627407701	0.0948591801766
48	3.0509787258	0.197302531122
72	5.72109282411	0.275587466056
96	9.06258399441	0.496409190477
120	11.5156211981	0.662661919064
144	14.8620390036	1.75371143897
168	19.7622712122	1.61064901879
192	23.2644562847	2.23209062508
