#Clients	Avg Throughput		Th Std Dev		Avg Response Time		Rt Std Dev
6		246.6		14.2407864951		4.056				0.243987704608
24		583.4		46.3227805728		6.884				0.57243340224
48		903.2		42.505293788		8.87				0.419344726925
72		1054.0		47.402531578		11.382				0.499469718802
96		1037.2		36.649693041		15.508				0.756055553514
120		1125.8		47.531042488		17.822				0.881487379376
144		1078.2		82.220435416		22.382				1.69421663314
168		1056.4		83.9124543795		26.694				2.13911897752
192		1188.8		145.023101608		27.188				3.17808432865
