Per-Second Benchmark Data,,,,,,,,,,
Second,SET Requests,SET Average Latency,SET Total Bytes,GET Requests,GET Average Latency,GET Total Bytes,GET Misses, GET Hits,WAIT Requests,WAIT Average Latency
0,77,0.006239,81962,77,0.006725,493172,0,462,0,0
1,108,0.004346,114961,108,0.004878,691724,0,648,0,0
2,135,0.003578,143689,134,0.003827,858202,0,804,0,0
3,142,0.003445,151141,142,0.003548,909480,0,852,0,0
4,150,0.003046,159669,151,0.003612,967086,0,906,0,0
5,138,0.003428,146889,137,0.003809,877440,0,822,0,0
6,146,0.003164,155404,147,0.003653,941494,0,882,0,0
7,149,0.003157,158596,148,0.003556,947890,0,888,0,0
8,169,0.002794,179880,169,0.003109,1082398,0,1014,0,0
9,157,0.002763,167108,157,0.003586,1005546,0,942,0,0
10,172,0.002856,183073,173,0.002923,1108020,0,1038,0,0
11,165,0.003099,175616,165,0.002936,1056768,0,990,0,0
12,153,0.003706,162851,153,0.002796,979922,0,918,0,0
13,177,0.002738,188403,176,0.002914,1126193,1,1055,0,0
14,172,0.002906,183070,172,0.002895,1101616,0,1032,0,0
15,158,0.003089,168181,158,0.003212,1011944,0,948,0,0
16,172,0.002805,183072,173,0.002995,1106969,1,1037,0,0
17,182,0.00269,193733,181,0.002784,1159236,0,1086,0,0
18,177,0.002958,188393,177,0.00269,1133612,0,1062,0,0
19,169,0.002849,179890,169,0.003039,1081291,1,1013,0,0
20,156,0.003271,166044,156,0.00309,999106,0,936,0,0
21,193,0.002658,205420,193,0.002524,1236076,0,1158,0,0
22,172,0.002752,183069,172,0.003052,1101596,0,1032,0,0
23,179,0.002597,190526,179,0.002972,1146414,0,1074,0,0
24,171,0.002841,182016,171,0.00296,1095156,0,1026,0,0
25,171,0.002796,182023,172,0.003027,1101576,0,1032,0,0
26,177,0.00279,188396,176,0.00287,1127214,0,1056,0,0
27,179,0.002671,190527,179,0.002888,1146456,0,1074,0,0
28,164,0.002937,174560,165,0.0031,1056776,0,990,0,0
29,166,0.003129,176683,165,0.002904,1056790,0,990,0,0
30,171,0.002898,182007,172,0.002931,1101552,0,1032,0,0
31,181,0.00269,192645,181,0.002807,1159230,0,1086,0,0
32,187,0.002648,199032,186,0.002661,1191258,0,1116,0,0
33,165,0.002675,175622,165,0.003398,1056782,0,990,0,0
34,178,0.002869,189466,178,0.002737,1140054,0,1068,0,0
