Per-Second Benchmark Data,,,,,,,,,,,
Second,SET Requests,SET Average Latency,SET Total Bytes,GET Requests,GET Average Latency,GET Total Bytes,GET Misses, GET Hits,WAIT Requests,WAIT Average Latency,
0,77,0.006199,81957,77,0.006748,739380,0,693,0,0,
1,106,0.004097,112825,106,0.005303,1017830,0,954,0,0,
2,115,0.003892,122394,114,0.004267,1094596,0,1026,0,0,
3,119,0.0039,126664,119,0.005021,1142614,0,1071,0,0,
4,143,0.003428,152217,144,0.003521,1382708,0,1296,0,0,
5,135,0.003219,143696,135,0.004178,1296286,0,1215,0,0,
6,127,0.003585,135179,127,0.004261,1219464,0,1143,0,0,
7,149,0.003161,158602,149,0.003528,1430680,0,1341,0,0,
8,154,0.002834,163928,154,0.003639,1478720,0,1386,0,0,
9,168,0.002769,178825,167,0.00318,1603572,0,1503,0,0,
10,137,0.003133,145813,137,0.004135,1315460,0,1233,0,0,
11,153,0.002944,162849,153,0.003564,1468109,1,1376,0,0,
12,171,0.00272,182017,171,0.003123,1640883,1,1538,0,0,
13,171,0.002696,182015,172,0.003108,1651576,0,1548,0,0,
14,180,0.002417,191580,180,0.003124,1728372,0,1620,0,0,
15,177,0.002584,188385,177,0.003041,1698481,1,1592,0,0,
16,145,0.003748,154345,144,0.003152,1382664,0,1296,0,0,
17,161,0.002847,171352,161,0.003335,1545866,0,1449,0,0,
18,174,0.002591,185189,175,0.003121,1680340,0,1575,0,0,
19,154,0.003012,163916,153,0.003472,1469086,0,1377,0,0,
20,168,0.002727,178825,168,0.003196,1613098,0,1512,0,0,
21,166,0.002742,176691,166,0.003262,1593928,0,1494,0,0,
22,167,0.002739,177757,167,0.003235,1603520,0,1503,0,0,
23,155,0.002976,164984,155,0.003437,1488266,0,1395,0,0,
24,172,0.00274,183070,172,0.003052,1651486,0,1548,0,0,
25,165,0.002617,175616,166,0.003395,1593922,0,1494,0,0,
26,161,0.002818,171366,161,0.003377,1545930,0,1449,0,0,
27,171,0.002728,182021,170,0.003085,1632322,0,1530,0,0,
28,166,0.002879,176689,166,0.003111,1593960,0,1494,0,0,
29,173,0.002699,184135,173,0.003074,1661150,0,1557,0,0,
30,168,0.002613,178809,169,0.003294,1622784,0,1521,0,0,
31,162,0.002933,172436,161,0.003237,1545908,0,1449,0,0,
32,175,0.002645,186269,175,0.00306,1680364,0,1575,0,0,
33,160,0.003035,170312,161,0.003167,1545904,0,1449,0,0,
34,149,0.003137,158592,149,0.003551,1430726,0,1341,0,0,
35,156,0.003057,166045,155,0.00331,1488270,0,1395,0,0,
36,158,0.00305,168185,159,0.003283,1526726,0,1431,0,0,
37,170,0.002751,180947,170,0.003115,1632308,0,1530,0,0,
38,169,0.002846,179886,169,0.003047,1622684,0,1521,0,0,
39,155,0.003136,164980,155,0.003286,1487269,1,1394,0,0,
40,155,0.003313,164976,154,0.003155,1478728,0,1386,0,0,
41,154,0.003017,163913,154,0.003461,1477631,1,1385,0,0,
42,162,0.002924,172432,162,0.003225,1555484,0,1458,0,0,
43,174,0.002684,185202,174,0.002989,1670716,0,1566,0,0,
44,163,0.002897,173486,164,0.003257,1573645,1,1475,0,0,
45,160,0.00311,170291,159,0.003142,1526738,0,1431,0,0,
46,158,0.002855,168180,159,0.003435,1526710,0,1431,0,0,
47,167,0.00292,177755,167,0.003047,1603582,0,1503,0,0,
48,172,0.002742,183074,171,0.003067,1641954,0,1539,0,0,
49,168,0.002816,178824,168,0.003117,1613148,0,1512,0,0,
50,162,0.002728,172433,162,0.003425,1555552,0,1458,0,0,
51,157,0.00291,167103,158,0.003412,1517118,0,1422,0,0,
52,172,0.002716,183063,172,0.003079,1651550,0,1548,0,0,
53,161,0.00291,171376,161,0.003282,1545958,0,1449,0,0,
54,164,0.002859,174556,163,0.003243,1565152,0,1467,0,0,
55,168,0.00266,178821,168,0.00319,1612119,1,1511,0,0,
56,153,0.002983,162847,153,0.003613,1469110,0,1377,0,0,
57,171,0.002752,182014,172,0.003062,1651526,0,1548,0,0,
58,176,0.002547,187320,175,0.003128,1680384,0,1575,0,0,
59,161,0.002779,171357,162,0.003386,1555468,0,1458,0,0,
60,175,0.002535,186269,174,0.003175,1670754,0,1566,0,0,
61,173,0.002624,184141,173,0.003135,1661112,0,1557,0,0,
62,166,0.002845,176674,167,0.003134,1602453,1,1502,0,0,
63,169,0.002768,179876,168,0.003146,1612091,1,1511,0,0,
64,163,0.002687,173501,164,0.003403,1574696,0,1476,0,0,
65,173,0.002626,184144,173,0.003133,1661158,0,1557,0,0,
66,165,0.002858,175623,164,0.003146,1573715,1,1475,0,0,
67,162,0.002877,172439,162,0.003331,1555524,0,1458,0,0,
68,144,0.003304,153272,144,0.003612,1380590,2,1294,0,0,
69,164,0.002833,174566,165,0.00321,1584358,0,1485,0,0,
70,158,0.002817,168168,157,0.003531,1507534,0,1413,0,0,
71,165,0.002864,175627,165,0.003172,1583343,1,1484,0,0,
