Clients	Avg	Std Dev
6	58238.5638833	1987.83078273
24	177901.042019	19756.7045043
48	627805.859155	54703.4729366
72	1604875.59403	184384.599857
96	2832235.18521	118274.920638
120	4056340.68544	347028.997574
144	6055041.96465	191108.564036
168	8135918.40845	424414.196545
192	9870828.58218	328742.811407
