Clients	Avg	Std Dev
6	62882.0140845	6498.20959693
24	169227.584943	12962.4126706
48	387415.746144	37653.3724484
72	734891.528203	78134.6512117
96	1513087.97629	351980.084145
120	2042758.50044	81935.6705693
144	2841936.88967	167169.479896
168	3527972.04752	307603.714291
192	4989595.33098	175944.321574
