Per-Second Benchmark Data,,,,,,,,,,
Second,SET Requests,SET Average Latency,SET Total Bytes,GET Requests,GET Average Latency,GET Total Bytes,GET Misses, GET Hits,WAIT Requests,WAIT Average Latency
0,51,0.009643,54288,50,0.008356,160358,0,150,0,0
1,107,0.004478,113891,108,0.005596,346392,0,324,0,0
2,122,0.004199,129853,121,0.003981,388102,0,363,0,0
3,100,0.005764,106449,101,0.004201,323958,0,303,0,0
4,138,0.003889,146888,137,0.003375,439366,0,411,0,0
5,163,0.003248,173499,164,0.002837,526004,0,492,0,0
6,147,0.003308,156461,146,0.00349,468258,0,438,0,0
7,173,0.002999,184149,173,0.002777,554872,0,519,0,0
8,172,0.002769,183067,172,0.003023,551690,0,516,0,0
9,162,0.003129,172439,162,0.003015,519584,0,486,0,0
10,188,0.002501,200111,188,0.002567,602980,0,564,0,0
11,146,0.00338,155400,147,0.003721,471484,0,441,0,0
12,165,0.002992,175632,165,0.003031,529206,0,495,0,0
13,171,0.003115,182007,171,0.002732,548462,0,513,0,0
14,163,0.003188,173498,162,0.002934,519566,0,486,0,0
15,166,0.003075,176688,167,0.00292,535626,0,501,0,0
16,174,0.002753,185182,174,0.002969,558098,0,522,0,0
17,148,0.003883,157541,147,0.002859,471462,0,441,0,0
18,157,0.00283,167111,158,0.002717,506786,0,474,0,0
19,194,0.003324,206478,193,0.002451,619008,0,579,0,0
20,188,0.002685,200106,188,0.002631,602988,0,564,0,0
21,176,0.002896,187338,176,0.002746,564490,0,528,0,0
22,179,0.002846,190521,180,0.002686,577346,0,540,0,0
23,182,0.002925,193713,182,0.002555,583728,0,546,0,0
24,121,0.004239,128793,120,0.004031,383815,1,359,0,0
25,174,0.002827,185184,174,0.002887,558090,0,522,0,0
26,175,0.003056,186278,176,0.002628,564500,0,528,0,0
27,157,0.003008,167106,156,0.003378,500354,0,468,0,0
28,153,0.003484,162844,153,0.002955,490718,0,459,0,0
29,120,0.004091,127717,121,0.004274,388102,0,363,0,0
30,169,0.003002,179870,168,0.002922,537791,1,503,0,0
31,188,0.002686,200102,189,0.002601,606180,0,567,0,0
32,160,0.003236,170294,160,0.002981,513178,0,480,0,0
33,147,0.003277,156464,146,0.00353,468272,0,438,0,0
34,117,0.003082,124533,118,0.004649,378442,0,354,0,0
35,160,0.003868,170299,160,0.00291,513138,0,480,0,0
36,167,0.003136,177743,166,0.00286,532424,0,498,0,0
