Per-Second Benchmark Data,,,,,,,,,,
Second,SET Requests,SET Average Latency,SET Total Bytes,GET Requests,GET Average Latency,GET Total Bytes,GET Misses, GET Hits,WAIT Requests,WAIT Average Latency
0,68,0.006283,72384,67,0.008518,214876,0,201,0,0
1,113,0.004067,120275,113,0.004738,362436,0,339,0,0
2,119,0.004349,126664,120,0.004012,384900,0,360,0,0
3,136,0.003321,144764,135,0.004027,432984,0,405,0,0
4,144,0.003106,153278,144,0.003816,461836,0,432,0,0
5,156,0.002978,166046,156,0.003419,500350,0,468,0,0
6,155,0.003034,164980,156,0.003362,500330,0,468,0,0
7,165,0.003244,175631,164,0.002815,526012,0,492,0,0
8,179,0.002613,190523,179,0.002961,574130,0,537,0,0
9,186,0.002519,197981,186,0.002835,596558,0,558,0,0
10,183,0.002567,194792,184,0.002837,590166,0,552,0,0
11,185,0.00263,196914,185,0.002769,593340,0,555,0,0
12,186,0.00266,197968,186,0.002699,596572,0,558,0,0
13,175,0.002778,186270,174,0.00291,558058,0,522,0,0
14,183,0.002583,194785,184,0.002864,590152,0,552,0,0
15,168,0.00331,178796,168,0.002599,538852,0,504,0,0
16,173,0.002757,184151,172,0.003022,551644,0,516,0,0
17,186,0.002665,197965,187,0.002675,599800,0,561,0,0
18,180,0.002744,191583,180,0.002795,577324,0,540,0,0
19,175,0.002668,186272,174,0.003046,558082,0,522,0,0
20,182,0.00251,193723,182,0.002961,583738,0,546,0,0
21,172,0.002922,183072,172,0.00288,551682,0,516,0,0
22,179,0.002587,190524,180,0.002958,577312,0,540,0,0
23,186,0.002596,197966,185,0.002758,591238,2,553,0,0
24,177,0.00271,188390,177,0.002918,567736,0,531,0,0
25,194,0.00247,206493,194,0.002665,622212,0,582,0,0
26,177,0.002627,188395,178,0.00297,569863,1,533,0,0
27,179,0.002823,190514,178,0.002703,570910,0,534,0,0
28,173,0.002647,184126,174,0.003169,557029,1,521,0,0
29,184,0.002647,195846,183,0.00278,586940,0,549,0,0
30,185,0.002543,196904,185,0.002845,593364,0,555,0,0
31,186,0.002708,197971,186,0.002641,596546,0,558,0,0
32,174,0.002656,185206,174,0.003049,558034,0,522,0,0
33,175,0.002709,186257,176,0.002966,564498,0,528,0,0
34,159,0.002918,169241,158,0.003383,506736,0,474,0,0
35,180,0.002644,191593,181,0.002875,580508,0,543,0,0
36,176,0.002763,187338,175,0.002914,561264,0,525,0,0
37,185,0.002591,196925,185,0.002792,593364,0,555,0,0
38,190,0.002504,202240,191,0.002717,612560,0,573,0,0
39,183,0.002507,194782,183,0.002947,586944,0,549,0,0
40,164,0.002969,174554,163,0.003119,522808,0,489,0,0
41,179,0.00286,190539,179,0.002673,574120,0,537,0,0
42,171,0.00275,182005,172,0.003081,551656,0,516,0,0
43,181,0.002746,192646,181,0.00277,580528,0,543,0,0
44,177,0.0027,188396,177,0.002909,567690,0,531,0,0
45,182,0.002656,193724,181,0.002849,580494,0,543,0,0
46,174,0.002854,185198,175,0.002845,561250,0,525,0,0
47,183,0.002674,194789,182,0.002785,583742,0,546,0,0
48,171,0.002962,182024,172,0.002851,551650,0,516,0,0
49,171,0.002841,182009,170,0.002925,545244,0,510,0,0
50,181,0.002583,192661,182,0.002972,583736,0,546,0,0
51,184,0.002499,195849,184,0.002911,590166,0,552,0,0
52,190,0.002511,202240,190,0.002735,609412,0,570,0,0
53,192,0.002498,204361,192,0.002692,615782,0,576,0,0
54,187,0.002653,199053,186,0.002672,596568,0,558,0,0
55,182,0.002668,193718,182,0.002824,583738,0,546,0,0
56,174,0.00278,185203,175,0.002928,561294,0,525,0,0
57,195,0.002488,207566,195,0.002623,625408,0,585,0,0
58,183,0.002665,194793,182,0.00279,583722,0,546,0,0
59,193,0.002554,205434,194,0.002587,622246,0,582,0,0
60,173,0.002867,184130,173,0.002893,554874,0,519,0,0
61,180,0.00268,191597,179,0.00283,574100,0,537,0,0
62,188,0.002644,200107,188,0.002692,602964,0,564,0,0
63,170,0.002915,180959,171,0.002926,548474,0,513,0,0
