Per-Second Benchmark Data,,,,,,,,,,,
Second,SET Requests,SET Average Latency,SET Total Bytes,GET Requests,GET Average Latency,GET Total Bytes,GET Misses, GET Hits,WAIT Requests,WAIT Average Latency,
0,49,0.009491,52151,49,0.010772,470518,0,441,0,0,
1,95,0.004605,101126,94,0.005991,902606,0,846,0,0,
2,106,0.004359,112817,107,0.005002,1027378,0,963,0,0,
3,134,0.003464,142622,133,0.004009,1277062,0,1197,0,0,
4,128,0.003494,136247,129,0.004257,1238660,0,1161,0,0,
5,138,0.00327,146894,138,0.003953,1325082,0,1242,0,0,
6,136,0.003166,144757,135,0.00419,1296284,0,1215,0,0,
7,130,0.003551,138376,130,0.004112,1248282,0,1170,0,0,
8,128,0.003428,136252,129,0.004328,1238640,0,1161,0,0,
9,134,0.003734,142636,133,0.00373,1277084,0,1197,0,0,
10,154,0.003012,163920,154,0.003458,1478728,0,1386,0,0,
11,160,0.002917,170298,160,0.00329,1535269,1,1439,0,0,
12,154,0.002978,163912,154,0.003505,1478756,0,1386,0,0,
13,141,0.003279,150081,141,0.003782,1351750,2,1267,0,0,
14,149,0.003299,158598,150,0.003359,1440352,0,1350,0,0,
15,149,0.003037,158588,148,0.003681,1420037,1,1331,0,0,
16,148,0.002983,157507,149,0.003695,1429643,1,1340,0,0,
17,147,0.00329,156479,147,0.003499,1411476,0,1323,0,0,
18,157,0.002873,167103,157,0.003457,1507462,0,1413,0,0,
19,160,0.002894,170294,159,0.003351,1526692,0,1431,0,0,
20,148,0.00306,157513,148,0.003688,1421090,0,1332,0,0,
21,139,0.002847,147950,140,0.004271,1344252,0,1260,0,0,
22,146,0.003239,155415,145,0.003631,1392248,0,1305,0,0,
23,150,0.003137,159661,150,0.003506,1440300,0,1350,0,0,
24,155,0.003028,164982,156,0.00337,1497902,0,1404,0,0,
25,145,0.002988,154338,145,0.003888,1392256,0,1305,0,0,
26,159,0.002861,169235,159,0.003403,1526668,0,1431,0,0,
27,156,0.002719,166036,156,0.003657,1497898,0,1404,0,0,
28,160,0.002865,170301,159,0.003388,1526720,0,1431,0,0,
29,155,0.003006,164992,156,0.003397,1497916,0,1404,0,0,
30,143,0.003101,152210,142,0.003886,1363468,0,1278,0,0,
31,164,0.002635,174559,164,0.003416,1574792,0,1476,0,0,
32,161,0.003031,171358,161,0.003181,1545900,0,1449,0,0,
33,167,0.00268,177749,167,0.003281,1603566,0,1503,0,0,
34,153,0.003013,162857,154,0.003478,1478694,0,1386,0,0,
35,156,0.002888,166052,155,0.003513,1488304,0,1395,0,0,
36,152,0.002905,161788,152,0.003655,1459528,0,1368,0,0,
37,151,0.002981,160721,151,0.003607,1449892,0,1359,0,0,
38,161,0.002732,171373,161,0.00346,1544835,1,1448,0,0,
39,165,0.002823,175628,165,0.003184,1583283,1,1484,0,0,
40,151,0.003006,160734,151,0.003597,1449886,0,1359,0,0,
41,158,0.002927,168167,158,0.00339,1517076,0,1422,0,0,
42,157,0.0029,167111,157,0.003423,1506445,1,1412,0,0,
43,147,0.003103,156467,147,0.003711,1409422,2,1321,0,0,
44,161,0.002837,171356,161,0.003316,1544843,1,1448,0,0,
45,160,0.002892,170301,161,0.00334,1545868,0,1449,0,0,
46,163,0.002817,173496,162,0.003311,1555504,0,1458,0,0,
47,166,0.002581,176680,166,0.003422,1592843,1,1493,0,0,
48,161,0.002808,171364,161,0.003382,1545946,0,1449,0,0,
49,166,0.002721,176682,166,0.003271,1593940,0,1494,0,0,
50,146,0.003163,155407,146,0.003645,1401936,0,1314,0,0,
51,163,0.00286,173497,163,0.003262,1565134,0,1467,0,0,
52,147,0.002989,156471,147,0.003732,1410445,1,1322,0,0,
53,157,0.003027,167113,157,0.003363,1507540,0,1413,0,0,
54,157,0.002799,167102,158,0.00353,1516077,1,1421,0,0,
55,164,0.00289,174550,164,0.003184,1573677,1,1475,0,0,
56,160,0.002921,170309,160,0.003273,1536354,0,1440,0,0,
57,160,0.002812,170297,160,0.003438,1536334,0,1440,0,0,
58,157,0.002736,167111,156,0.003613,1496907,1,1403,0,0,
59,147,0.003,156467,148,0.003768,1421108,0,1332,0,0,
60,153,0.002996,162847,153,0.003511,1469114,0,1377,0,0,
61,154,0.002901,163913,154,0.003567,1477623,1,1385,0,0,
62,164,0.002882,174553,164,0.003196,1574734,0,1476,0,0,
63,159,0.002841,169232,158,0.003444,1517094,0,1422,0,0,
64,143,0.00304,152211,143,0.003904,1373056,0,1287,0,0,
65,146,0.003211,155396,146,0.003492,1401890,0,1314,0,0,
66,146,0.003076,155389,146,0.003882,1400809,1,1313,0,0,
67,148,0.003028,157525,148,0.003685,1420041,1,1331,0,0,
68,161,0.002843,171373,162,0.003321,1551306,4,1454,0,0,
69,155,0.002811,164977,154,0.003633,1477645,1,1385,0,0,
70,167,0.002683,177760,167,0.003273,1601460,2,1501,0,0,
71,163,0.002812,173503,164,0.003276,1573673,1,1475,0,0,
72,146,0.003095,155401,145,0.003759,1390210,2,1303,0,0,
73,162,0.002783,172433,162,0.003367,1554499,1,1457,0,0,
74,152,0.002882,161783,152,0.003657,1459512,0,1368,0,0,
75,146,0.00306,155402,147,0.003749,1410483,1,1322,0,0,
76,155,0.002976,164985,155,0.003456,1487341,1,1394,0,0,
77,154,0.003026,163907,153,0.003449,1467040,2,1375,0,0,
78,165,0.002643,175634,166,0.003363,1593912,0,1494,0,0,
79,171,0.002788,182005,170,0.003068,1632338,0,1530,0,0,
80,0,0,0,1,0.002111,9604,0,9,0,0,
,153.295774647887,,,153.295774647887,,,,,,,
Full-Test GET Latency,,,,,,,,,,,
Latency (<= msec),Percent,,,,,,,,,,
1.6,0.02,,,12041,12041,,,,,,
