Clients	Avg	Std Dev
6	2158.60476191	55.6636864256
24	5594.04285714	129.202098455
48	7068.78095238	151.457470513
72	7728.67142857	127.750241827
96	8046.80952381	186.339725043
120	7984.24761905	28.5182731732
144	8317.78095238	215.288325097
168	8502.74285714	154.961733927
192	8473.85238095	336.480868343
